LP1,x_top10mean,y_rank450mean_ascending
16.0,265.33990478515625,182.5831298828125
16.0,262.4164733886719,182.16029357910156
16.0,264.7855224609375,179.67250061035156
16.0,265.4100646972656,184.59506225585938
16.0,267.1231384277344,183.54469299316406
16.0,263.7414855957031,183.38601684570312
16.0,266.50213623046875,182.84527587890625
16.0,268.6701354980469,186.04141235351562
16.0,265.6331481933594,183.34600830078125
16.0,266.7225036621094,183.07044982910156
16.0,271.07891845703125,184.79295349121094
16.0,264.23663330078125,184.09239196777344
16.0,263.30853271484375,183.04505920410156
16.0,266.8668518066406,183.28086853027344
16.0,263.662109375,184.3150634765625
16.0,261.4870300292969,182.19146728515625
16.0,263.9329528808594,183.9679718017578
16.0,263.4825134277344,182.6833038330078
16.0,261.73114013671875,182.26095581054688
16.0,266.6950378417969,182.8173370361328
16.0,270.83837890625,185.65528869628906
16.0,265.4474792480469,184.1465606689453
16.0,268.0685729980469,182.6221923828125
16.0,267.75665283203125,184.34681701660156
16.0,268.5777282714844,183.31198120117188
16.0,272.1191711425781,184.0513916015625
16.0,272.2178955078125,184.53549194335938
16.0,268.2450866699219,181.42739868164062
16.0,267.8023376464844,182.0440216064453
16.0,266.52679443359375,183.70401000976562
16.0,269.79473876953125,185.16404724121094
16.0,268.943115234375,182.4241485595703
16.0,266.0960388183594,184.97760009765625
16.0,263.75640869140625,182.92115783691406
16.0,260.6609802246094,182.0172576904297
16.0,267.1408386230469,182.75717163085938
16.0,267.80816650390625,181.8740692138672
16.0,265.7710876464844,184.438232421875
16.0,269.06085205078125,183.51504516601562
16.0,269.6669921875,184.95480346679688
16.0,263.4775695800781,183.21925354003906
16.0,262.7322692871094,184.00892639160156
16.0,262.7120056152344,183.7032012939453
16.0,267.31439208984375,183.8275909423828
16.0,267.20220947265625,184.29470825195312
16.0,263.58929443359375,181.2928924560547
16.0,265.5870666503906,183.61819458007812
16.0,259.6970520019531,181.26158142089844
16.0,263.8992919921875,181.40248107910156
16.0,264.0957946777344,183.06666564941406
16.0,266.8970031738281,185.26266479492188
16.0,266.2647705078125,183.52557373046875
16.0,265.6532287597656,183.48358154296875
16.0,264.2119445800781,184.09823608398438
16.0,272.1336669921875,186.07998657226562
16.0,257.9042053222656,181.78396606445312
16.0,260.3970642089844,183.5261688232422
16.0,268.2862854003906,186.44427490234375
16.0,267.69970703125,181.9908447265625
16.0,260.225341796875,182.296875
16.0,263.32098388671875,182.31375122070312
16.0,262.01654052734375,185.2584991455078
16.0,259.38934326171875,182.0957794189453
16.0,268.93212890625,180.50485229492188
16.0,268.31756591796875,185.69606018066406
16.0,268.8192443847656,185.38201904296875
16.0,265.74688720703125,185.15304565429688
16.0,263.2127380371094,183.29623413085938
16.0,265.833984375,185.06503295898438
16.0,266.040283203125,183.5225372314453
16.0,264.5330810546875,182.9478302001953
16.0,266.4910583496094,185.42625427246094
16.0,257.9267578125,182.45314025878906
16.0,264.9326171875,182.65240478515625
16.0,260.9966125488281,182.3041534423828
16.0,266.974609375,183.114501953125
16.0,265.4618835449219,182.6533203125
16.0,260.8756103515625,182.1956329345703
16.0,262.5402526855469,180.83143615722656
16.0,267.7099914550781,184.1572265625
16.0,263.59051513671875,185.0785369873047
16.0,272.6132507324219,186.7366485595703
16.0,264.4102783203125,180.130859375
16.0,271.4205322265625,185.40187072753906
16.0,273.8855895996094,185.6197967529297
16.0,272.87261962890625,186.2083282470703
16.0,267.9325866699219,183.63502502441406
16.0,266.67498779296875,183.8086395263672
16.0,269.1260070800781,185.39028930664062
16.0,266.50250244140625,184.439697265625
16.0,265.9931945800781,184.50054931640625
16.0,269.1051940917969,184.13189697265625
16.0,264.90283203125,183.6647491455078
16.0,266.93731689453125,184.92550659179688
16.0,273.3540954589844,185.15626525878906
16.0,268.465576171875,183.92721557617188
16.0,268.6551208496094,184.08746337890625
16.0,262.8929443359375,183.0177001953125
16.0,263.4267578125,183.01837158203125
16.0,266.2417297363281,184.98776245117188
16.0,263.07952880859375,182.62716674804688
16.0,269.2319641113281,183.73831176757812
16.0,262.18695068359375,182.5519256591797
16.0,269.9584655761719,182.54296875
16.0,262.1957092285156,182.364990234375
16.0,263.4568176269531,184.10841369628906
16.0,263.3575134277344,183.5359344482422
16.0,266.7898864746094,182.57916259765625
16.0,265.0682067871094,179.8156280517578
16.0,269.3787536621094,186.13702392578125
16.0,265.0120849609375,180.7923583984375
16.0,270.44378662109375,186.52305603027344
16.0,263.6429138183594,184.01417541503906
16.0,264.96533203125,183.2112274169922
16.0,262.7145080566406,184.74530029296875
16.0,264.0417175292969,183.09083557128906
16.0,269.94085693359375,185.06431579589844
16.0,267.52764892578125,185.24777221679688
16.0,270.4447937011719,184.83270263671875
16.0,264.5575256347656,182.5327606201172
16.0,267.49212646484375,181.78488159179688
16.0,260.2815246582031,183.36517333984375
16.0,265.3914489746094,181.18527221679688
16.0,262.96533203125,182.7969970703125
16.0,273.27728271484375,184.7232208251953
16.0,264.5621337890625,182.0402069091797
16.0,268.4368591308594,184.53021240234375
16.0,264.4320373535156,182.8345947265625
16.0,269.8552551269531,184.3664093017578
16.0,270.6785888671875,182.84375
16.0,266.92816162109375,185.45379638671875
16.0,266.3887939453125,184.7465057373047
16.0,268.80780029296875,184.39418029785156
16.0,268.63787841796875,184.65728759765625
16.0,263.9213562011719,183.62857055664062
16.0,263.9519958496094,182.9165802001953
16.0,266.80615234375,183.37770080566406
16.0,269.6851501464844,182.62413024902344
16.0,265.098876953125,185.14791870117188
16.0,265.5165710449219,184.06201171875
16.0,267.48809814453125,182.41127014160156
16.0,265.18963623046875,181.45106506347656
16.0,269.22100830078125,184.92164611816406
16.0,271.587646484375,186.34205627441406
16.0,268.0597229003906,184.59188842773438
16.0,264.8006896972656,181.6261749267578
16.0,264.2959899902344,183.015869140625
16.0,266.50042724609375,182.987548828125
16.0,267.2997741699219,184.89244079589844
16.0,264.72021484375,182.4359130859375
16.0,263.1033935546875,182.46949768066406
16.0,259.12591552734375,182.56956481933594
16.0,269.3746032714844,183.8663330078125
16.0,267.326904296875,184.37411499023438
16.0,264.250732421875,183.97731018066406
16.0,260.5340270996094,181.99575805664062
16.0,262.86260986328125,180.8277587890625
16.0,271.3659973144531,184.92127990722656
16.0,268.64752197265625,184.13949584960938
16.0,266.2814636230469,184.57211303710938
16.0,263.3380432128906,184.88172912597656
16.0,263.31134033203125,182.69845581054688
16.0,264.99566650390625,183.65219116210938
16.0,268.5741882324219,183.95652770996094
16.0,275.5198669433594,183.9316864013672
16.0,259.85467529296875,182.0980987548828
16.0,265.6827392578125,182.69863891601562
16.0,270.513427734375,184.5813446044922
16.0,263.40606689453125,181.19981384277344
16.0,265.5990295410156,182.5206298828125
16.0,265.525390625,182.8699951171875
16.0,264.4156494140625,182.84994506835938
16.0,275.20819091796875,185.5467987060547
16.0,267.44061279296875,183.8805694580078
16.0,267.0751647949219,182.7395782470703
16.0,267.0442199707031,184.17005920410156
16.0,259.7792053222656,181.13363647460938
16.0,267.33074951171875,184.96585083007812
16.0,268.9525451660156,185.76475524902344
16.0,265.531982421875,181.37551879882812
16.0,265.592529296875,184.08102416992188
16.0,265.5749206542969,183.12567138671875
16.0,271.5811462402344,183.38113403320312
16.0,264.3880615234375,182.90679931640625
16.0,271.18621826171875,184.72621154785156
16.0,267.8244323730469,185.119140625
16.0,268.06341552734375,187.0594024658203
16.0,267.0032043457031,185.37327575683594
16.0,267.4035339355469,183.34951782226562
16.0,268.7957763671875,183.42420959472656
16.0,266.6737976074219,185.40948486328125
16.0,267.31793212890625,183.7723846435547
16.0,268.8136291503906,184.50022888183594
16.0,268.0498046875,184.04696655273438
16.0,266.8164367675781,184.63330078125
16.0,270.0225830078125,185.56602478027344
16.0,275.69989013671875,183.76638793945312
16.0,258.12030029296875,180.68374633789062
16.0,270.00677490234375,185.31448364257812
16.0,265.8816833496094,184.07785034179688
16.0,266.58758544921875,184.07528686523438
16.0,263.93701171875,181.57196044921875
16.0,269.7982177734375,184.79820251464844
16.0,266.7528076171875,182.26429748535156
16.0,262.12823486328125,183.89718627929688
16.0,265.3784484863281,184.235595703125
16.0,265.9650573730469,184.1714324951172
16.0,264.7987060546875,183.05870056152344
16.0,261.9179382324219,184.5927734375
16.0,267.25079345703125,183.5399627685547
16.0,267.9916687011719,183.02545166015625
16.0,266.4073181152344,184.8140869140625
16.0,265.0487365722656,182.2698516845703
16.0,265.278076171875,182.4342041015625
16.0,265.8868408203125,184.9341278076172
16.0,271.24871826171875,183.6139373779297
16.0,264.00384521484375,184.1195831298828
16.0,262.90643310546875,184.08900451660156
16.0,262.4242248535156,182.34555053710938
16.0,267.58349609375,185.01747131347656
16.0,263.889892578125,183.72349548339844
16.0,266.725341796875,184.52374267578125
16.0,273.88311767578125,186.57789611816406
16.0,263.9830322265625,184.7047576904297
16.0,265.7400207519531,182.4615478515625
16.0,270.2532043457031,184.5235595703125
16.0,277.6234436035156,185.5729217529297
16.0,270.67156982421875,184.871337890625
16.0,269.77496337890625,183.93702697753906
16.0,264.389404296875,184.68020629882812
16.0,263.20892333984375,183.6263885498047
16.0,262.8217468261719,181.4326934814453
16.0,264.46337890625,181.87429809570312
16.0,262.35357666015625,181.68153381347656
16.0,267.7831115722656,184.71923828125
16.0,269.4346923828125,183.91363525390625
16.0,274.19842529296875,186.4265594482422
16.0,271.9407958984375,185.63697814941406
16.0,260.7751159667969,182.8584442138672
16.0,262.87518310546875,183.00099182128906
16.0,265.1800842285156,185.385498046875
16.0,268.0415954589844,183.6286163330078
16.0,270.64642333984375,184.4366455078125
16.0,261.4395446777344,182.0965118408203
16.0,265.6754150390625,184.13638305664062
16.0,261.5624084472656,181.16847229003906
16.0,264.029541015625,183.14825439453125
16.0,273.7792053222656,185.63279724121094
16.0,261.79144287109375,181.98907470703125
16.0,262.4709167480469,182.0297088623047
16.0,264.2889404296875,183.0422821044922
16.0,269.15966796875,184.77528381347656
16.0,262.9043884277344,184.24319458007812
16.0,265.5520324707031,183.0951385498047
16.0,262.18243408203125,184.27647399902344
16.0,269.8265075683594,184.49095153808594
16.0,263.7291564941406,183.37539672851562
16.0,274.0108642578125,186.11984252929688
16.0,267.69366455078125,183.1399383544922
16.0,268.87139892578125,185.3107147216797
16.0,267.2872314453125,186.75897216796875
16.0,264.7839660644531,181.61611938476562
16.0,266.9073181152344,184.32484436035156
16.0,263.5036926269531,183.5688018798828
16.0,265.0535888671875,183.1599884033203
16.0,267.1903076171875,184.58094787597656
16.0,263.77093505859375,182.5455780029297
16.0,268.3734436035156,185.63938903808594
16.0,266.7980651855469,184.19801330566406
16.0,268.40924072265625,184.73521423339844
16.0,271.80767822265625,186.43084716796875
