LP1,x_top10mean,y_rank450mean_ascending
0.0,260.27642822265625,176.70814514160156
0.0,256.8381652832031,176.10350036621094
0.0,259.4029235839844,173.1601104736328
0.0,261.0971374511719,179.3180389404297
0.0,262.0312194824219,178.0131378173828
0.0,259.134521484375,177.92897033691406
0.0,262.01214599609375,177.22181701660156
0.0,263.2465515136719,180.5413360595703
0.0,260.8863830566406,177.7600860595703
0.0,261.9338684082031,177.30934143066406
0.0,265.83856201171875,179.2337646484375
0.0,259.8305969238281,178.75634765625
0.0,258.1376037597656,177.1348419189453
0.0,262.11700439453125,177.61741638183594
0.0,258.9188232421875,178.81248474121094
0.0,256.1552734375,176.4627685546875
0.0,259.3059387207031,178.50802612304688
0.0,258.3927917480469,177.02337646484375
0.0,256.5778503417969,176.48826599121094
0.0,261.9217834472656,177.09317016601562
0.0,265.4069519042969,180.17861938476562
0.0,260.67950439453125,178.68650817871094
0.0,263.3411865234375,176.88841247558594
0.0,263.0011291503906,178.8843994140625
0.0,263.73028564453125,177.61839294433594
0.0,267.0696716308594,178.25601196289062
0.0,267.3727111816406,178.8094024658203
0.0,263.98388671875,175.54412841796875
0.0,262.69097900390625,176.05783081054688
0.0,261.9835205078125,178.10118103027344
0.0,264.5542907714844,179.60769653320312
0.0,264.5037536621094,176.6151123046875
0.0,260.9364929199219,179.47879028320312
0.0,258.31890869140625,176.9650115966797
0.0,254.38046264648438,175.82203674316406
0.0,262.2208557128906,176.9674530029297
0.0,262.30029296875,175.7276153564453
0.0,260.7955017089844,178.88735961914062
0.0,264.7037353515625,177.82582092285156
0.0,264.8191223144531,179.53932189941406
0.0,257.8476257324219,177.12796020507812
0.0,257.7251281738281,178.4752197265625
0.0,257.65594482421875,178.16677856445312
0.0,262.20379638671875,177.8988800048828
0.0,262.4888916015625,178.75559997558594
0.0,257.48992919921875,174.95758056640625
0.0,260.3532409667969,177.61256408691406
0.0,253.53720092773438,175.2427978515625
0.0,258.3542175292969,175.08282470703125
0.0,259.2021179199219,177.47543334960938
0.0,261.5018310546875,179.7479248046875
0.0,261.2354736328125,177.68701171875
0.0,260.9909362792969,177.87289428710938
0.0,259.5272216796875,178.62680053710938
0.0,266.6116638183594,180.6174774169922
0.0,251.8961639404297,175.9923095703125
0.0,254.5471649169922,177.69554138183594
0.0,262.7042541503906,181.0511016845703
0.0,263.1885681152344,176.3067169189453
0.0,253.57908630371094,175.99818420410156
0.0,258.061279296875,176.47369384765625
0.0,257.5920104980469,179.98751831054688
0.0,253.59991455078125,176.30996704101562
0.0,263.0373840332031,173.96176147460938
0.0,263.4154052734375,180.29603576660156
0.0,263.7828369140625,179.9839630126953
0.0,261.1180419921875,179.82835388183594
0.0,258.3736877441406,177.8246307373047
0.0,260.5145263671875,179.50013732910156
0.0,261.19952392578125,177.8952178955078
0.0,259.6072998046875,177.0940399169922
0.0,261.1722412109375,180.02178955078125
0.0,250.88116455078125,176.1862335205078
0.0,260.13787841796875,176.97341918945312
0.0,254.94619750976562,176.38002014160156
0.0,262.1813049316406,177.37548828125
0.0,260.2560119628906,176.6484832763672
0.0,254.83078002929688,176.10401916503906
0.0,256.09893798828125,174.60250854492188
0.0,262.8329772949219,178.67762756347656
0.0,259.0577087402344,179.7280731201172
0.0,266.6363525390625,181.25343322753906
0.0,258.82147216796875,173.66102600097656
0.0,266.42462158203125,180.0003204345703
0.0,267.8533630371094,179.9801483154297
0.0,267.1051940917969,180.68406677246094
0.0,262.8749694824219,177.9876708984375
0.0,262.2297668457031,178.37506103515625
0.0,263.9302978515625,179.93365478515625
0.0,262.07147216796875,179.01988220214844
0.0,261.4581604003906,179.1284637451172
0.0,264.4523620605469,178.3989715576172
0.0,260.0950927734375,178.1130828857422
0.0,261.6526184082031,179.25494384765625
0.0,267.79376220703125,179.64443969726562
0.0,263.3932189941406,178.0137176513672
0.0,263.8552551269531,178.26324462890625
0.0,258.27081298828125,177.5758819580078
0.0,258.0936279296875,177.09288024902344
0.0,261.08209228515625,179.5053253173828
0.0,257.8000183105469,176.98011779785156
0.0,264.7353515625,178.22821044921875
0.0,256.25506591796875,176.21580505371094
0.0,265.008544921875,176.50494384765625
0.0,255.23062133789062,175.96592712402344
0.0,257.8836975097656,178.1781005859375
0.0,258.7058410644531,178.0599822998047
0.0,262.16790771484375,176.68861389160156
0.0,258.1048889160156,172.95718383789062
0.0,264.0646057128906,180.72560119628906
0.0,258.908447265625,174.34231567382812
0.0,264.44415283203125,181.07688903808594
0.0,258.9359436035156,178.5357208251953
0.0,259.9349060058594,177.57949829101562
0.0,257.473876953125,179.0215301513672
0.0,258.7124328613281,177.02244567871094
0.0,264.21002197265625,179.58058166503906
0.0,263.1560363769531,179.9712371826172
0.0,265.3557434082031,179.24513244628906
0.0,259.6459655761719,176.65414428710938
0.0,262.7685241699219,176.0536651611328
0.0,255.08843994140625,177.7283172607422
0.0,260.3741455078125,174.8168182373047
0.0,258.281982421875,177.36856079101562
0.0,267.7778015136719,179.08250427246094
0.0,259.097900390625,175.72686767578125
0.0,263.36651611328125,178.97434997558594
0.0,259.48577880859375,177.17578125
0.0,264.9433898925781,178.7974395751953
0.0,266.2288818359375,177.03775024414062
0.0,261.6217956542969,179.99087524414062
0.0,261.4796447753906,179.30335998535156
0.0,263.5707702636719,178.8776397705078
0.0,263.3409118652344,179.16683959960938
0.0,258.796875,177.69039916992188
0.0,259.0709228515625,177.3480987548828
0.0,262.1466064453125,177.6554412841797
0.0,264.7728271484375,176.52903747558594
0.0,260.56817626953125,179.7879638671875
0.0,260.9623107910156,178.66201782226562
0.0,262.8163146972656,176.4234161376953
0.0,260.11163330078125,175.75148010253906
0.0,264.375244140625,179.5127410888672
0.0,265.88446044921875,180.87136840820312
0.0,262.9839782714844,179.0690460205078
0.0,259.81597900390625,175.638916015625
0.0,259.0386657714844,177.11456298828125
0.0,261.6753234863281,177.32843017578125
0.0,262.587890625,179.36355590820312
0.0,259.6745910644531,176.3763427734375
0.0,257.3882141113281,176.36550903320312
0.0,253.31642150878906,176.852783203125
0.0,265.0340881347656,178.4082489013672
0.0,262.4705810546875,178.8562774658203
0.0,259.3570556640625,178.49343872070312
0.0,254.21742248535156,175.73069763183594
0.0,255.66464233398438,174.24661254882812
0.0,265.76055908203125,179.38394165039062
0.0,264.0191650390625,178.5740509033203
0.0,261.75775146484375,179.1162109375
0.0,258.72967529296875,179.53326416015625
0.0,258.0794982910156,176.8690185546875
0.0,260.17449951171875,178.08641052246094
0.0,263.8375244140625,178.4034423828125
0.0,270.125,178.11940002441406
0.0,253.9257049560547,176.1658172607422
0.0,261.1227111816406,176.93028259277344
0.0,264.90045166015625,178.99827575683594
0.0,257.0770263671875,174.96038818359375
0.0,259.7294006347656,176.2776336669922
0.0,259.8834228515625,176.4638671875
0.0,259.0330505371094,176.72801208496094
0.0,269.3615417480469,179.90975952148438
0.0,262.4775390625,178.06771850585938
0.0,262.0569763183594,176.5835418701172
0.0,262.6064147949219,178.7781524658203
0.0,253.4890594482422,175.13418579101562
0.0,262.6938781738281,179.59494018554688
0.0,264.134521484375,180.35484313964844
0.0,259.27490234375,174.86788940429688
0.0,260.84600830078125,178.59576416015625
0.0,261.0382385253906,177.69363403320312
0.0,267.0782165527344,177.656005859375
0.0,258.87139892578125,176.92486572265625
0.0,266.126220703125,179.0001983642578
0.0,263.0889587402344,179.73207092285156
0.0,262.38201904296875,181.62811279296875
0.0,262.1316223144531,179.93702697753906
0.0,262.77978515625,177.73826599121094
0.0,264.03680419921875,177.665283203125
0.0,261.59130859375,179.9707794189453
0.0,262.49261474609375,178.17178344726562
0.0,263.9860534667969,178.9072723388672
0.0,263.3826904296875,178.4370574951172
0.0,262.143310546875,179.18545532226562
0.0,264.6561279296875,180.06692504882812
0.0,270.71075439453125,178.07568359375
0.0,251.90501403808594,174.68533325195312
0.0,265.19537353515625,179.95065307617188
0.0,261.0766296386719,178.47271728515625
0.0,261.85784912109375,178.3925323486328
0.0,258.779296875,175.41229248046875
0.0,264.70062255859375,179.2948760986328
0.0,261.9901428222656,176.62835693359375
0.0,257.1742858886719,178.323486328125
0.0,260.86798095703125,178.84561157226562
0.0,261.1064453125,178.5555419921875
0.0,260.0679016113281,177.4498291015625
0.0,257.0511169433594,179.17431640625
0.0,262.9201354980469,178.02951049804688
0.0,263.4665832519531,177.3125762939453
0.0,261.910400390625,179.40151977539062
0.0,260.3025207519531,176.4678192138672
0.0,260.335205078125,176.3194580078125
0.0,261.00872802734375,179.52394104003906
0.0,266.6767578125,178.0998992919922
0.0,258.95025634765625,178.3712158203125
0.0,258.0360412597656,178.50721740722656
0.0,257.38037109375,176.64906311035156
0.0,262.74151611328125,179.53604125976562
0.0,258.890380859375,178.09396362304688
0.0,261.7915954589844,178.9259490966797
0.0,267.5810546875,181.05528259277344
0.0,259.6489562988281,179.4182891845703
0.0,260.9804382324219,176.67198181152344
0.0,265.67138671875,179.00526428222656
0.0,271.58819580078125,179.9664764404297
0.0,265.7149658203125,179.45730590820312
0.0,264.90594482421875,178.25282287597656
0.0,259.4510192871094,179.10357666015625
0.0,258.3205871582031,178.11534118652344
0.0,256.6598205566406,175.3701629638672
0.0,259.3419494628906,175.9996337890625
0.0,255.64883422851562,175.38345336914062
0.0,262.9167785644531,179.30496215820312
0.0,264.6700439453125,178.33087158203125
0.0,268.39813232421875,180.92616271972656
0.0,266.4937744140625,180.068603515625
0.0,253.9049072265625,176.56100463867188
0.0,258.0014953613281,177.498046875
0.0,260.7419128417969,180.13026428222656
0.0,263.44598388671875,177.98683166503906
0.0,265.69622802734375,178.93557739257812
0.0,255.49960327148438,176.05624389648438
0.0,261.21356201171875,178.80702209472656
0.0,255.4312286376953,175.15025329589844
0.0,258.9783630371094,177.51345825195312
0.0,268.10015869140625,179.9339141845703
0.0,255.91796875,176.05596923828125
0.0,257.131103515625,176.26339721679688
0.0,259.7487487792969,177.50973510742188
0.0,263.9355163574219,179.2283477783203
0.0,258.1336669921875,178.83111572265625
0.0,260.90655517578125,177.48744201660156
0.0,257.5516662597656,178.88116455078125
0.0,265.3144836425781,179.01797485351562
0.0,258.12310791015625,177.5499725341797
0.0,267.8425598144531,180.49954223632812
0.0,262.7911376953125,177.22711181640625
0.0,263.8887939453125,179.87356567382812
0.0,261.19232177734375,181.277587890625
0.0,258.6938171386719,175.28781127929688
0.0,262.0603942871094,178.86268615722656
0.0,258.58868408203125,178.0851287841797
0.0,259.98577880859375,177.4076690673828
0.0,261.7358093261719,178.96958923339844
0.0,258.0881042480469,176.431640625
0.0,263.0442810058594,180.1728057861328
0.0,261.8513488769531,178.54864501953125
0.0,263.82769775390625,179.3068084716797
0.0,265.5071716308594,180.9307861328125
0.0,258.29107666015625,177.8293914794922
0.0,263.0682678222656,177.67523193359375
0.0,258.4817199707031,178.08071899414062
0.0,261.7213134765625,178.17237854003906
0.0,261.649658203125,180.436279296875
0.0,258.10888671875,176.97540283203125
0.0,257.46820068359375,177.32955932617188
0.0,261.263916015625,177.320556640625
0.0,266.2875061035156,180.14816284179688
0.0,259.53619384765625,176.84121704101562
0.0,259.1446533203125,177.9707489013672
0.0,254.39578247070312,176.81103515625
0.0,264.26885986328125,177.8378143310547
0.0,254.1910400390625,177.5314178466797
0.0,257.92669677734375,176.81838989257812
0.0,263.11260986328125,179.6507568359375
0.0,262.5835876464844,177.82391357421875
0.0,263.3160095214844,179.50112915039062
0.0,261.7357482910156,177.87522888183594
0.0,259.4195251464844,177.66529846191406
0.0,261.8981018066406,178.42079162597656
0.0,260.6348571777344,179.32379150390625
0.0,262.4905700683594,177.23939514160156
0.0,264.98712158203125,179.73486328125
0.0,263.8009033203125,181.33584594726562
0.0,259.276611328125,175.70486450195312
0.0,255.68353271484375,176.74794006347656
0.0,260.928955078125,177.53890991210938
0.0,260.4267578125,176.5340118408203
0.0,259.3768615722656,177.89125061035156
0.0,262.1499938964844,179.40863037109375
0.0,265.2189025878906,180.33346557617188
0.0,260.1304931640625,176.643798828125
0.0,258.78173828125,174.00140380859375
0.0,261.4761962890625,178.45318603515625
0.0,259.4395446777344,175.2009735107422
0.0,258.2806091308594,177.323974609375
0.0,260.1066589355469,178.27789306640625
0.0,259.1038513183594,176.45944213867188
0.0,264.7252502441406,175.79393005371094
0.0,261.221435546875,178.1411590576172
0.0,264.25726318359375,179.82183837890625
0.0,256.145751953125,174.00775146484375
0.0,261.015869140625,177.8958282470703
0.0,260.71337890625,176.9966278076172
0.0,260.4122314453125,174.20848083496094
0.0,258.0820617675781,173.93740844726562
0.0,257.2574768066406,174.76637268066406
0.0,265.88555908203125,178.59352111816406
0.0,259.80902099609375,176.31686401367188
0.0,260.31707763671875,178.9920196533203
0.0,265.0236511230469,179.0724639892578
0.0,259.216796875,176.74803161621094
0.0,254.9392852783203,175.8507843017578
0.0,262.9703369140625,177.75816345214844
0.0,258.78387451171875,180.19146728515625
0.0,256.88330078125,176.7851104736328
0.0,263.6939392089844,177.27134704589844
0.0,263.22662353515625,179.6021728515625
0.0,257.108154296875,175.56175231933594
0.0,260.67724609375,178.20201110839844
0.0,263.7905578613281,177.3582763671875
0.0,258.33251953125,179.46820068359375
0.0,254.2959442138672,173.51405334472656
0.0,255.6388397216797,177.98329162597656
0.0,258.7005310058594,177.23411560058594
0.0,255.66717529296875,175.75306701660156
0.0,259.2302551269531,178.458740234375
0.0,264.12591552734375,177.2676239013672
0.0,265.70062255859375,178.68695068359375
0.0,261.0848693847656,178.06488037109375
0.0,266.3648376464844,176.50149536132812
0.0,264.2776794433594,178.69863891601562
0.0,257.6031799316406,176.73875427246094
0.0,264.6296081542969,180.55465698242188
0.0,255.4839630126953,175.18275451660156
0.0,266.2623596191406,179.7764434814453
0.0,264.0269470214844,175.04476928710938
